风险,"在,疫情结束后我们这边可能会购进一批货，方便加一下我们老板v详谈一下吗"
正常,"老板你好，下订单后就可以安排发货了,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好,红心蜜薯苗多少钱一棵？"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好，有需要联系。152/666/98890"
风险,"你好,在不在,您订购了 土鸡蛋？,你好,在吗？,1块一枚,好的,马上发货"
正常,"行，那给我发好苗哦,要多少？阶梯价,行,明天早晨给快递单,不要多少，要100棵看一下南方能不能种的好,可以发快递了吗？,一定,好的,可以,根系很好,包邮吗,可以,包邮,长树的能爬藤吗,发走了,你好,给你多2棵,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,百世快递拿走了，今天下雨他说明天早晨给快递单,明天可以发货,木质根，百分之百成活率,包邮吗,放心吧,根系好吗,可以发快递"
正常,你好、我们是专业培育原生种大型育苗基地、充分利用生土一培育、其特点是抗病力强，增产明显、我们将免费分享种植经验和管理
风险,你好，方便和我们总负责人联系嘛？我们想要买罗汉松苗，具体的你和他祥聊吧，她说了算[呆]
风险,"1815379,7406,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,老板需要绿壳鸡蛋吗？加"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,次果,没有次果"
风险,"您好在吗,我们店想进货，你们什么时候可以发货,那麻烦您加下我们老板可以吗，每次拿货都是他联系人的,?"
风险,"在吗,我需要50斤,加我微信，要是有了通知我可以吗,加了吗"
风险,"你好能批发吗,你是负责人吗,你家我吧咱们详谈。135784792,37,家了告诉我通过一下"
风险,"多买可以打折吗？,1000只作业,先买一批,后面如果可以的话长期合作,四川,广安,可以吗,不行吗？"
风险,"有的老板,不出意外是可以发的,什么价格？,加我也可以,您好老板,只能发快递的老板,有技术的,这个单号还没到,在的老板,是的老板,还没发呢,您点开付款就行,这很小棵，不是5年苗吧？,收到了，共多少件,我想先试种一下，又怕象去年那样，种出来是普通李子。我是开园林公司的，去过你们那里，今年打算种个西梅园，推广给美丽乡村。,当年结果的,是西梅喔,好的老板，我查下，估计路上还有的,好的老板，等下发给您,老板查到没有？,快递公司送到小区保安室，保安说就5个包，其中有小包是3棵的，我看了有一包很小才3棵，你帮忙杳一下,苗子图片有吗？5年的,好的老板,直径2-3公分的,您在去拿，还有一个包的,？,5年苗26.8,己支付,好的老板,我们也想一个包发货的老板，现在疫情严重，只能发快递，物流不发，,您好老板，是6个包的，,好的,您下单就可以,您大概需要多少"
正常,"你好,现在只发广东省,6块一斤,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,赵老板鹅肝多少钱一斤"
正常,需要茉莉花吗
风险,"是的,可以加,1339215,3888,衡阳哪里？,是衡阳商家吗？！,有楠竹吗？,有的"
正常,南果梨限时活动两天时间，48小时之内发货，顺丰快递，喜欢的亲速度下单了，先下先发！
正常,"1.1,河南省夏邑县,地方在哪里,我在采购芹菜，您有现货吗？价格多少？"
风险,"771972170,加我微信，我批发鸡蛋"
风险,"我在采购哈密瓜,你有现货吗？价格多少？,我是福建得,一箱4个瓜在13-14斤左右,25号瓜,你什么价格,好吧，我在找1块到1.2的,打扰啦"
风险,"老班忙着吗,咱这个可以优惠吗,公司采购,可能需要长期供,这不疫情期间,公司还没开工呢,领导让提前联系,1353045,5301,您加我一下，备注下咱的产品"
正常,"平台不允许私发手机号,有事情这上面联系就行了,这里自己过来拉600一吨，外发的费用自理,你手机发来一下,你那里什么价位"
风险,"运费远的话就要自理了,我们只送周边，而且要看量,老板哪里的,老板要公的母的,15005626662,老板也可以电话跟我们联系,运费自理"
正常,"你们家榴莲多少钱1斤？批发,在,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,老板在吗"
正常,"什么能帮到您的？？,质量不错,你好,支持线上交易吗？,梨子的质量怎么样啊？,你好老板,运费大概多少？到广东省阳江市江城区,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,3.8米的车大概可以装多少件"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,这是半熟的,一箱五十斤的,你那边不会少重量的  标准箱,现在已经是半熟的了  你要全熟的吗  在煮的话应该也不会缩水了  缩水的话应该在三四斤左右,这不会的"
风险,"你好在吗,亲 可以发货了吗,我给我朋友买,好的,亲 可以v聊吗,我们需要的多点"
风险,"老板要多少,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,1500562,6662"
正常,"你好,可以的,烘干机,菊花如何晒干呢,用风干机吗,今年的小苗能开花吗,你好,是的,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,9分钱一颗吗"
正常,好的
正常,老板需要鸭子？
风险,"老板家的产品方便加个微信了解下吗
聊好了可在这里下单
我是同个市批发商方便的话也可以实地去看
1341~7080~295
客户比较多，家的时候麻烦备注下
,不好意思，那个号客户今天加多了，您加这个吧1597~3480~513
麻烦你了,可以的话 加我详谈老板"
正常,需要吗
正常,"我在采购柏树苗，您有现货吗？价格多少？,有，有大苗，也有小苗，要哪种？"
风险,"老板您睡了吗,想在您那拿点货,如果您这会没看到消息请加下yy9520882,我怕到时我会没注意到您的消息"
正常,你好，我们已经收到了你的订单，以为全国疫情严重，各道路均受到了管控，所有快递公司还没有恢复正常营运，政府通知恢复正常后，我们第一时间按顺序发货的，特殊期感谢你的理解！
正常,"广东省包邮,55元一箱"
风险,"你好,大量要,有现货吗,一箱多少,？,暂时要20箱看一下,如果可以长期要,这样吧，你加我,1829567,5073,雪花，加了告诉我"
正常,"鸡苗,一斤左右的,绿壳蛋鸡,半斤左右的呢？"
风险,"200只,可以啊158,可以吗,你说什么158？1932#4457,广东省省内5O斤起是4元包邮。,你什么时候来装。,你来装吗1932,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,看不懂。,老板你好，你说要大米吗？,手机,你要吗？4457,有2百只，可以啊，你来装吗？"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,长粒香没多少了现在,你好,小町比较多,没多少了，最后剩一些也被定走了,您好,珍珠米，圆粒有吗,长粒香是新米吗,长粒香能有多少,小町有"
正常,"老板，运费怎么算？,到货是不是冻好了哪种,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,是的"
正常,"你好,您是想了解川椒19号的辣椒种子吗"
正常,"你好,自己过来抓,最低批发价多少？,老板，运费怎么算？"
正常,"现在涨钱了,您已跟对方成功接通电话，赶紧“关注”他，成为生意伙伴吧！,你好，小黄瓜现在有货吗？什么价格，自己去拉，,3.5,今天3块钱,自己去拉也要那么贵呢[可爱],欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,多少钱一斤，现在"
正常,你好！要佛手苗吗？自家种植，现挖的苗，成活率高，现在是最佳种植时期，需要尽早购买了
风险,"现货的,老板要多少,我们是山地放养的土鸡，土鸡蛋，个头大小，颜色都绝对放心，无色素，15005626662有机会可以合作8块一斤，一斤11-12枚"
风险,"1万斤，按0.9是吧,哪里取货,九毛一块,产地批发,淄博发货是吧，到济南运费多少,150－6491－6922,不发货,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,现在什么价格"
风险,"老板你好
产品有意
V信详谈，惠农网下单可以？
187
8751
9870"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,陈老板你好，欢迎你订购中华杨梅之乡原产地杨梅苗，谢谢。,陈老板你好，三公分苗二十八元，四公分苗三十八元，上车价，不包括运输费用。,晚上聊,陈老板你好，请把你的号码给我，我加你微信。,这个可以加到你么"
风险,"您好，我是周边城市的批发商，您家东西很不错，这边货源稳定吗？
我想和您合作长期批量采购
谈好了可以在这里拍商品，您伽我威**信
167~
1067~
6494
伽我的时候备注下,是的,这里不能及时看到你的消息 加一下详谈"
风险," 你好,广东,油茶苗l千多棵,家我,等等发你,1874773,9583,家我谈方便,加了吗,备注一下,家了吗"
正常,"您好，需要绿壳蛋，粉壳蛋吗？,标价高又不代表卖的高,我发到手运费一共才205一箱,需要绿壳蛋，粉壳蛋吗？,包邮吗？购买后多久发货？,你们标价太高了,需要绿壳蛋，还是粉壳蛋啊？,绿壳蛋245,,420个,没有利润,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
正常,"你好,你好,是熟的还是生的,0.65一个，,咸鸭蛋是生的是熟的,看客户要求，,有的客户要生的。,你好,熟的多少钱一个,看客户要求，，生熟都可以,你好,咸鸭蛋多少钱一个,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
风险,"你好,批发价多少,30,加微说吧,我不方便,1584024,4451,微名字说一下,我好同意备注"
正常,"老板，运费怎么算？,最低批发价多少？,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
风险,老板你好，有个合作能找您谈下吗？如有意向的话加下shyun0816，我想一定不会让您失望的34
风险,"老板你好，我开饭店的，能不能加vx谈谈合作，长期要羊,麻烦您加下我吧,加了吗，您叫什么名字,好的"
风险,"在,在的,老板可以发货,你好，我刚打了你的电话，但是你没接，期待你给我回复。,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好，我刚打了你的电话，但是你没接，期待你给我回复。,电话多少,在,158798,15375,你好，我刚打了你的电话，但是你没接，期待你给我回复。,现在能发货吗,老板你好，在的,可以的"
风险,"老板你好,找您订些货，湖北可以发吗,可以的话薇꯭T꯭G꯭G꯭G꯭4꯭5꯭3我们具体谈下,谢谢"
风险,"云浮新兴,货在那,包邮吗？购买后多久发货？,我在采购乌骨鸡,你有现货吗？价格多少？,1313825,1279"
正常,"谢谢,好，我马上修改订单。,可以，如果到时能发就全部给您发母鸡。,能给我邮母鸡过来行吗,小麦.玉米.菜叶都可以的,咱们那珍珠鸡有母鸡吗,知道,咱们那珍珠鸡吃什么东西,不要公鸡,嗯,你好，有的。,什么时侯发货都行,你好，现在疫情严重，还不让发货。,我那没付款吧,珍珠鸡吃玉米面子吗"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好,有青枣吗"
风险,"老板您好，我是你周围城市的批发商，您家产品很不错，我想和您合作大量采购
谈好了可以在这里拍商品
加我这个威**信
165**3984**2471
茄的时候备注下你卖什么的。.,老板，刚刚那个号频繁了麻烦你加我这个
165~3987~2572,是的  加我微信聊,165~3984~2572不好意思刚刚号码发错了 这个才是正确的,注册微信用的 怕骚扰电话,我们用微信电话聊,实地去拉"
风险,"137,915,234,11"
风险,"您好我想买你的产品试试
可以＋个威信详谈吗，这个我不怎么会用
这个是我的，谈好就在惠农网下单
1710
178
2566,不好意思 我发错 号码了,是 178,是1710,278,2566"
风险,"你好,你加我205182049，vx，"
风险,"我们需要批量订购，方便叫你们老板j一下我们负责人吗,5650,6069,137,这是我们老板的,你j了和我说一声"
风险,"在么,批发么,你是老板么,你加我V信"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,公牛的  不包邮,油是二肉是八,八比二,快递  和冷链都可以的,能在具体一点吧  全部的地址,我问一下,现在快递也没事的,天气不是很热  在路上也不回花 也不回坏,那也可以啊,我给你发冷链,把你的全部地址  给我  我问一下  你说瑞丽市 我也不知道什么地方啊,好 我明天问一下  告诉你,质量保证的  ,肉是很好的,好的,对  是调理的,也有纯干的,40一公斤,对是的  ,滚揉碎肉吗  就是油 肉 还有水,纯干的是肉 和油 纯干的是 几乎是油很少,九比一,不是很碎的  ,滚揉的是  在滚揉机里。 放上油 还有肉 还有水,纯干的是一点水分没有  光肉和油,纯干的  肉是很大的,这个滚揉的是比较碎的,便宜又便宜的道理  贵有贵的道理,好的好的,你那边的市场还没有开  现在还发不了"
正常,"可以,我是电商 你能把你产品图片给我嘛"
风险,"你好,可以批发吗,多少起批,河北保定这边现在可以发货吗,您家我微信吧,180596
81500,嗯好的"
风险,"老板在吗,你们那边招代理吗，做代理有什么条件,方便的话加我一下tggg453有时平台没看到"
正常,"你的电话没人接，怎么咨询？,你好，我刚打了你的电话，但是你没接，期待你给我回复。,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
风险,"老板，我想跟你确认一下产品特征，有最近拍的照片和视频吗？,您好，我是周围城市的批发商，您家产品很不错，我想和您合作采购大量
谈好了可以在这里拍商品，您伽我微信
167~
1067~
6480
"
正常,"嗯,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好,你那个地区的，我这边安徽芜湖，太远你也来不了吧,你那的鹅怎么卖？,你好,量大有优惠吗？,7元每斤"
风险,"老板家的产品方便加个微信了解下吗
聊好了可在这里下单
加我明天聊现在太晚了
167~2513~2569
客户比较多，家的时候麻烦备注下"
风险,"好,地址需要修改一下吧,点话是1503987,5153,我打印单子的时候改吧,嗯,不对啊,我修改不了,浙江省金华市浦江县班班大道万固八号物业办公室
菅宝宝，"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,一代要多少一公斤,你要多少数量，现在可以发货了,老板魔芋种还有吗,一代种子26块一公斤包邮"
正常,"现在能发货不,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,您已跟对方成功接通电话，赶紧“关注”他，成为生意伙伴吧！,你好,亲黄精种子是净种吗？,你好,你说要几斤，让我留言给您,你好,你刚才说要四斤还是五斤的,是的，这时候再不洗就烂了"
风险,"老板您好，我是你周围城市的批发商，您家产品很不错，我想和您合作大量采购
谈好了可以在这里拍商品
加我这个威**信
165**3984**2471
茄的时候备注下你卖什么的。.,先加微信备用  上市的话我有意"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,祢好"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好,在,都是现货,现在1230,黑山得,没办法,看你要多少走哪里了,才走了几车,啥价格能接受,我就走唐县了,3.0还是4.0,那没法合作了呵呵，我家这最低给你1200,到你家得1460,你看看别地方吧"
正常,"你好  ,需要了解牡丹和芍药请与我联系"
风险,"老板您好，我是你周围城市的批发商，您家产品很不错，我想和您合作大量采购
谈好了可以在这里拍商品
加我这个威**信
167~~2513~~2571
茄的时候备注下你卖什么的。.,批发  加我微信聊,老板您好，我是你周围城市的批发商，您家产品很不错，我想和您合作大量采购
谈好了可以在这里拍商品
加我这个威**信
167~~2513~~2571
茄的时候备注下你卖什么的。.,老板，刚刚号码错了，这个才可以用，加这个微
165~3984~2572
"
正常,"感谢您的报价，另外您对本次报价还有什么要补充的可以留言给我，如果货品、价格合适，我会主动联系您。,你好需要几年苗啊！
"
正常,"老板如果是想卖一棵红宝石的话，是另外一个入口。,你好老板,再等几天吧，快递正常我再下单,好的,25元是包邮吗,知道了，先拿十棵看看，好货再继续下单,你好老板，明天可以发货了,你好，你默认成交了吗,好，能发货你通知我,是的，包邮,老板看下规格,但是现在快递这边的话因为疫情这个原因，还不能发货，具体要等通知。,好的,老板，你点这是10棵红宝石的入口，一棵是25元，十棵250,可能要延迟几天发货。,你好老板"
风险,"你好,一个大概多重,后面的单价是一斤吗？,  方便加139——61549——828  微  详谈"
正常,"你好，老板,树苗零售吗？,？？？,100颗，,卖吗？,快递费要好多呢？我可以出嘛,10元快递够吗？,？？？,快递费要好多呢？我可以出嘛,可以吗？,我出运费可以吗？,老板回个话呀"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,在嘛,你好！,1397578,7610"
正常,"40斤要多少快递费？,四川省德阳市中江县普兴镇,20公分左右,最少一百斤起发货,间距呢？,不批,这么多啊？不是40斤批啊？,少不了，不包邮,
种子有没有少？每一颗的间距是多少？,你那里"
风险,这个橘子可以加vx发个实物视频看看吗？我想买几件
风险,"你好我想批发你的产品
这个工具我不怎么会用
你加我溦谈？谈好在这里交易也可以
157
6469
5951
,先加我一下  我马上没电了"
正常,"您好！您需要什么果树苗呢。我们保证质量，保证纯度，规格齐全，无虫害，结果快，挂果率高，保证成活，量大从优，可签合同，全国保湿邮寄，死苗免费补发。您可以放心下单哦,您好，亲有什么需要随时联系，24小时在线为您服务！,您需要多少棵呢亲"
风险,"价格还可以便宜点吗？,湖北能发吗现在,你加我一下 能发了告诉我一下,不能发啊 我是负责公司采购"
正常,您好老板需要采购有机肥吗，厂家直销
风险,"在吗？,方便加微信详谈吗？,不好意思啊,我的微信有点问题,麻烦你加一下我呢,备注一下店名,加了嘛？,请问加了吗？,好的,18935,258089,是这个,加了吗？,方便加微信详谈吗？,好的"
正常,"我购买时怎么是花育16  而不是花育25？,我就是刚给电话你，要50斤带壳花育25    广西桂林的,是大米 还是中 或小的？"
风险,这边我们是视频电商，做卖货直播的。这边想找三位水果供货商，不知道你们这边是否愿意加入我们呢？ 
正常,"在的,哦,如果可以的话，7月份我购500/1000颗。说实在的生意不在乎这几颗的。,[呲牙]祝您购物愉快,没关系的,3年的 ，样品每种2颗可以吗,两种可以拼着买,主要是看效果,不好意思   最少10棵起批的,好的话，下单500颗,4棵不包邮呢亲   您每种5棵吧   包邮,都要几年苗？要多少棵？,太少了   运费都赚不到呢[流感],好的:ok_hand: "
正常,"净重5斤,谢,30个28元大概多重"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,老板母羊怎么卖的,多少斤一只,20一斤"
正常,"是准备购买树苗？
现在下单有优惠券哦！"
正常,"需要塘角鱼苗吗,有货的,你好"
风险,"我想要大量苗
,可以加微详谈吗,备注一下"
风险,"有，价格高一点,15677,788889,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,老板有基质杯苗吗？"
正常,"什么品种,那,要过几天发货,波姬红，日本紫果各一株,包邮多少钱？,你好,朋友,大概什么时候到？,十棵包邮,你是什么地方,？,两颗不包邮朋友,2株,有什么技术资料提供吗？,去年说没有了，不提供,大概,购买了15颗日本紫果,发货吗？,两颗不包邮朋友,噢,今年提供一下嘛,两颗不提供 朋友 你可以去网上了解一下,现在下单,需要什么苗 朋友,邮费多少？,噢,嗯,那大概什么时候可以发货？,5元,其他快递呢？,波姬红，日本紫果各一株,可以,大概什么时候到？,可以,等通知,2株,什么时候恢复快递发货,广东广州,嗯,？,什么品种 朋友,朋友 100颗提供的,这样啊,发货后 3天左右到,你需要多少颗,嗯,嗯,现在恢复正常发货了吗？,你下单就可以了,无花果,现在下单的话,你好,现在恢复正常发货了吗？,我去年在你这里买了好多果苗呀,发不了 朋友等段时间吧,有几个品种？,老板,运费40顺丰快递,需要"
正常,"你好,老板,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！"
正常,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,要多便宜多少钱"
风险,"老板你好[可爱]
我想跟你确认下产品特征，因为我这要的量大[可爱]
没问题就在惠农网
1377
7847
069
＋我威信详谈[可爱],不好意思 我这客户太多 加不了 麻烦你加下了谢谢"
正常,"这两天苗子给发得出,来,！！！,好的下单麻,李总,要6株血柚对吧,是4块嘛,李总在帮我发30棵丑柑     6棵红心柚子,可以发的话我再买点种哈,6棵红心柚子,好的谢谢,还是发韵达李总,还不行了周总,麻烦你了,你是老总,你这少品种多给你通价算了哈！,通一4块？？？,好的,对哦,4元给你哦"
风险,"欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,1353352018,3,你好"
正常,"您好,好"
正常,"48小时左右发货,整箱都是包邮的"
正常,"朋友哪里,我在广东茂名,找货源，,请问你家初生蛋一斤有多少个？,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,老板，你好,初生蛋一斤多少个,看到请回复,怎么卖,在的,你好,现在还不能发货是吗,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,你好,不好发货"
正常,"你好，可以的,可以发货吗？？"
正常,"早上好！我想问一下，可不可以推荐一下，养那个品种的兔子比较好,我在新疆巴州，后期准备搞养殖，现在好多不懂得。,谢谢，我想先小规模的养一些，但是现在货源有点问题。,那我前期先准备一下。我关注你了，后期我联系你。"
风险,"欢迎光临小店，咨询请留言，或点击我的头像，可致电给我。,你好,回复不及时加微信15584137775"
风险,"我是帮朋友找的，你可以佳他威跟他说吗，,1357492,5030,好的我告诉他"
正常,不在
正常,"这个虾饲料要1吨，送货吗？,有虾苗吗？"
风险,"你好,我想多买点可以便宜吗,100颗,当年开花的,好的,现在封路不让卖呢你加我微信吧,加了吗我备注一下,可以卖了我找你合作愉快"
正常,我在采购苹果树苗，您有现货吗？价格多少？
正常,你好，量大有没有少
风险,"你好,我想咨询一下你家的这款产品,1858196162,我微信号，你加我一下我一会联系你"
正常,"你好,您已跟对方成功接通电话，赶紧“关注”他，成为生意伙伴吧！,你好，我刚打了你的电话，但是你没接，期待你给我回复。"
正常,"您好,感谢光顾本店,欢迎抢购小磨芝麻香油,正常发货"
风险,"你好,我想批发点水果,最低多少钱，能发给我,3000斤,对,你能加下我微信吗,微信详谈"
正常,你好
风险,"在不在,你好,现在能发货吗？,1828807,8527,加个微信 怕到时候找不到你了,加了没有"
正常,"付了,那个快递,行吧,怎么还没发货呀,你这发的是物流不是快递呀,我还要去县上去取货,不到！我问了他们就在县上！要不你问他们吧,这枣不大，还有好多小枣,嗯,等会我闲先挑一下坏枣多不！太多的话就不要了！,我就打开了一箱看！不看谁知道有这么多坏枣"
风险,"你好订批货,我要订货，方便加下微谈吗171851,54007,好的，加了告诉我一下给你通过"
正常,我在采购特种蛋，您有现货吗？价格多少？
风险,"加我聊15 91455,7114"
正常,"亲这边种的什么作物，上疫病了吗？,你好，看您浏览本店的烯酰吗啉，一袋可兑30斤水，量大优惠的"
风险,你好，我们想从你店里多买一些产品，线下销售，您方便加下我微信吗？
正常,"需要多功能除草松土机吗,老板你好"
正常,"我在采购番石榴，您有现货吗？价格多少？,我在采购杨桃，您有现货吗？价格多少？"
正常,"要多少头,廉江,欢迎光临本店，量大价格从优，支持惠农网在线交易，看到您的留言我将马上回复，您也可以选择来电咨询哦！,包邮吗？购买后多久发货？,哪里的"
风险,"你好,你这个苹果可以批发么？ ,市场的,您是老板？,单独供应苹果这一类吗？,有其他水果吗？,这样你加一下我合作人      我们了解一下  ,加这个微信,加了说一下  我叫我合作人同意一下,加了么？,就手机号码,1368022,0055,你加她  我和她说,好的  我叫他同意一下"
正常,"你好，需要夏黑苗子吗,[可爱]"
